Unnamed: 0,zipcode,cbsa,radius,URL_end,Listing_Count,Max_Pages,random,Listing_Count_old
1665,72002,30780.0,11.0,&rd=8&zc=72002,4218.0,5,0.11146575581575413,4815
1666,39730,99999.0,14.0,&rd=10&zc=39730,32.0,1,0.1115239724461099,32
1667,39206,27140.0,2.0,&rd=2&zc=39206,420.0,5,0.11156190059794724,421
1668,52240,26980.0,13.0,&rd=10&zc=52240,2575.0,5,0.11168499436063263,2452
1669,44410,49660.0,8.0,&rd=6&zc=44410,485.0,5,0.11169699037503378,896
1670,48220,19820.0,2.0,&rd=2&zc=48220,630.0,7,0.11177710486297354,575
1671,62957,16020.0,9.0,&rd=7&zc=62957,349.0,4,0.11183030425130924,668
1672,95003,42100.0,6.0,&rd=4&zc=95003,473.0,5,0.11193432822787652,821
1673,27511,39580.0,3.0,&rd=2&zc=27511,0.0,0,0.11196244632160712,1527
1674,29016,17900.0,9.0,&rd=7&zc=29016,1526.0,5,0.11209615656184813,1512
1675,92544,40140.0,12.0,&rd=9&zc=92544,932.0,5,0.1121125152529493,843
1676,33980,39460.0,3.0,&rd=2&zc=33980,295.0,3,0.1121366781584775,316
1677,61611,37900.0,11.0,&rd=8&zc=61611&clrId=27123,924.0,5,0.11220129267088164,1097
1678,64161,28140.0,3.0,&rd=2&zc=64161,4.0,1,0.11223682926428767,4
1679,78057,37770.0,12.0,&rd=9&zc=78057,0.0,0,0.11227771573699352,412
1680,16222,38300.0,8.0,&rd=6&zc=16222,14.0,1,0.11229855761417518,14
1681,96790,27980.0,15.0,&rd=11&zc=96790,0.0,0,0.11234629199837064,1014
1682,21755,47900.0,7.0,&rd=5&zc=21755,0.0,0,0.1124426451021796,287
1683,97013,38900.0,11.0,&rd=8&zc=97013,1418.0,5,0.1124900426557005,3265
1684,33305,33100.0,2.0,&rd=2&zc=33305,880.0,9,0.1126154766846188,843
1685,5851,99999.0,10.0,&rd=8&zc=05851,101.0,2,0.112713234028756,102
1686,99021,44060.0,12.0,&rd=9&zc=99021,,39,0.11282033700316395,3841
1687,44250,10420.0,0.056818182,&rd=1&zc=44250,30.0,1,0.1128504482997903,30
1688,11702,35620.0,7.0,&rd=5&zc=11702,4135.0,5,0.11308196585871745,4620
1689,95833,40900.0,5.0,&rd=4&zc=95833,227.0,3,0.11311861382120893,900
1690,62704,44100.0,3.0,&rd=2&zc=62704,0.0,0,0.11314766236816408,263
1691,60026,16980.0,2.0,&rd=2&zc=60026,171.0,2,0.11337514898309765,169
1692,44049,17460.0,6.0,&rd=4&zc=44049,16.0,1,0.11337967469817375,16
1693,98937,49420.0,53.0,&rd=40&zc=98937,1318.0,5,0.11338436684502985,2291
1694,27834,24780.0,14.0,&rd=10&zc=27834,1003.0,5,0.11339469427420056,971
1695,17540,29540.0,5.0,&rd=4&zc=17540,293.0,3,0.1135733215320036,777
1696,90808,31080.0,3.0,&rd=2&zc=90808,227.0,3,0.11360829695547756,2245
1697,33430,33100.0,18.0,&rd=14&zc=33430,1.0,1,0.11363411853268335,1
1698,14586,40380.0,3.0,&rd=2&zc=14586,0.0,0,0.11377632434258655,302
1699,93434,42200.0,9.0,&rd=7&zc=93434,38.0,1,0.11392616609149285,414
1700,43080,18140.0,12.0,&rd=9&zc=43080,0.0,0,0.11416153889500945,898
1701,34210,35840.0,3.0,&rd=2&zc=34210,7.0,1,0.1144185423349844,1023
1702,46360,33140.0,10.0,&rd=8&zc=46360,630.0,7,0.11449790371259627,837
1703,37874,99999.0,10.0,&rd=8&zc=37874,,3,0.11455700086993592,201
1704,78255,41700.0,5.0,&rd=4&zc=78255,494.0,5,0.11456908252961673,483
1705,90815,31080.0,3.0,&rd=2&zc=90815,523.0,6,0.1146043278540948,1967
1706,17547,29540.0,4.0,&rd=3&zc=17547,0.0,0,0.1146141549801738,346
1707,66861,99999.0,11.0,&rd=8&zc=66861,94.0,1,0.11470536472880954,94
1708,44234,10420.0,5.0,&rd=4&zc=44234,15.0,1,0.1147668470652028,15
1709,52001,20220.0,7.0,&rd=5&zc=52001,1173.0,5,0.11487763498129624,1406
1710,56054,31860.0,11.0,&rd=8&zc=56054,0.0,0,0.11493426931587125,503
1711,85707,46060.0,5.0,&rd=4&zc=85707,1706.0,5,0.11499785589573196,2858
1712,55417,33460.0,3.0,&rd=2&zc=55417,12.0,1,0.11502559817418136,347
1713,13209,45060.0,4.0,&rd=3&zc=13209,0.0,0,0.1150982293779298,581
1714,94558,34900.0,30.0,&rd=22&zc=94558&clrId=27133,564.0,6,0.11510723038397952,1686
1715,35646,22520.0,9.0,&rd=7&zc=35646,0.0,0,0.1151249464056383,348
1716,17073,30140.0,6.0,&rd=4&zc=17073,0.0,0,0.11517732293314632,274
1717,28619,25860.0,16.0,&rd=12&zc=28619,677.0,7,0.11521177189052778,2075
1718,76470,99999.0,18.0,&rd=14&zc=76470,73.0,1,0.11525462695134725,73
1719,43605,45780.0,4.0,&rd=3&zc=43605,415.0,5,0.1153905400723082,433
1720,33332,33100.0,6.0,&rd=4&zc=33332&clrId=27134,1024.0,5,0.11547354470157345,1656
1721,19001,37980.0,2.0,&rd=2&zc=19001,558.0,6,0.11552454058764795,555
1722,89131,29820.0,6.0,&rd=4&zc=89131,2587.0,5,0.11553803833572973,2577
1723,70760,12940.0,8.0,&rd=6&zc=70760,109.0,2,0.11562630884651348,356
1724,30809,12260.0,6.0,&rd=4&zc=30809,790.0,8,0.11564148299885445,1205
1725,37306,46100.0,13.0,&rd=10&zc=37306,1.0,1,0.1157460355944484,1
1726,42049,34660.0,11.0,&rd=8&zc=42049,184.0,2,0.1158766991671899,206
1727,91301,31080.0,5.0,&rd=4&zc=91301,883.0,9,0.115890510722791,969
1728,7670,35620.0,2.0,&rd=2&zc=07670,1055.0,5,0.11589712780180028,1123
1729,35233,13820.0,2.0,&rd=2&zc=35233,613.0,7,0.11607469535986105,666
1730,26541,34060.0,9.0,&rd=7&zc=26541,340.0,4,0.11612837751756976,421
1731,33019,33100.0,4.0,&rd=3&zc=33019,151.0,2,0.11614338985393904,367
1732,39759,44260.0,14.0,&rd=10&zc=39759,182.0,2,0.11619533495730194,190
1733,20137,47900.0,4.0,&rd=3&zc=20137,79.0,1,0.116298134796745,79
1734,66105,28140.0,2.0,&rd=2&zc=66105,3.0,1,0.1163298819632962,3
1735,18610,20700.0,8.0,&rd=6&zc=18610,59.0,1,0.11642201864127745,59
1736,85251,38060.0,3.0,&rd=2&zc=85251,,39,0.11644184532229218,3886
1737,54720,20740.0,3.0,&rd=2&zc=54720,446.0,5,0.11644523401705753,471
1738,11520,35620.0,3.0,&rd=2&zc=11520,979.0,5,0.11657987728120787,1721
1739,50536,99999.0,11.0,&rd=8&zc=50536,33.0,1,0.11669338777133866,33
1740,1062,44140.0,4.0,&rd=3&zc=01062,388.0,4,0.11671838770241627,472
1741,63118,41180.0,2.0,&rd=2&zc=63118,51.0,1,0.11676709226532267,51
1742,27332,41820.0,10.0,&rd=8&zc=27332,957.0,5,0.1167749080031424,1169
1743,82727,23940.0,23.0,&rd=17&zc=82727,315.0,4,0.11681745269167555,313
1744,87499,22140.0,40.0,&rd=30&zc=87499,168.0,2,0.11689593689891944,483
1745,98346,14740.0,8.0,&rd=6&zc=98346,85.0,1,0.116948708514926,85
1746,16033,38300.0,7.0,&rd=5&zc=16033,149.0,2,0.11696805337989367,188
1747,62711,44100.0,6.0,&rd=4&zc=62711,509.0,6,0.11700096228281265,849
1748,32709,36740.0,11.0,&rd=8&zc=32709,,4,0.11702819574949708,329
1749,98296,42660.0,9.0,&rd=7&zc=98296,332.0,4,0.11706396542392115,4838
1750,41042,17140.0,5.0,&rd=4&zc=41042,3036.0,5,0.11706855220006986,2995
1751,75503,45500.0,6.0,&rd=4&zc=75503,698.0,7,0.11725858489706875,654
1752,98055,42660.0,3.0,&rd=2&zc=98055,2358.0,5,0.11734881742447167,2050
1753,92253,40140.0,6.0,&rd=4&zc=92253,228.0,3,0.11741641398408408,587
1754,1535,49340.0,4.0,&rd=3&zc=01535,0.0,0,0.11744753242728767,103
1755,89005,29820.0,40.0,&rd=30&zc=89005&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,1816.0,5,0.11746434377284246,2146
1756,18509,42540.0,2.0,&rd=2&zc=18509,667.0,7,0.1175036570979434,719
1757,91103,31080.0,2.0,&rd=2&zc=91103,278.0,3,0.11751218374655616,252
1758,28134,16740.0,4.0,&rd=3&zc=28134,2363.0,5,0.11761748417259332,3489
1759,59015,13740.0,24.0,&rd=18&zc=59015,0.0,0,0.11766660825483576,1437
1760,45324,19430.0,5.0,&rd=4&zc=45324,511.0,6,0.11767581438016905,483
1761,22535,99999.0,6.0,&rd=4&zc=22535,0.0,0,0.11772211289690293,236
1762,11372,35620.0,0.9090909090000001,&rd=1&zc=11372,1026.0,5,0.1178681701303822,1047
1763,94555,41860.0,4.0,&rd=3&zc=94555,96.0,1,0.11791203717734056,96
1764,8071,37980.0,2.0,&rd=2&zc=08071,730.0,8,0.1180341564738161,757
1765,2878,39300.0,6.0,&rd=4&zc=02878,570.0,6,0.11814427262044293,996
1766,73069,36420.0,4.0,&rd=3&zc=73069,1510.0,5,0.11816746067775365,1441
1767,37923,28940.0,4.0,&rd=3&zc=37923,3318.0,5,0.11821843046668645,3763
1768,66536,31740.0,8.0,&rd=6&zc=66536,60.0,1,0.11839761960651607,60
1769,1301,44140.0,6.0,&rd=4&zc=01301,346.0,4,0.11840760885066515,354
1770,43943,48260.0,7.0,&rd=5&zc=43943,50.0,1,0.11842653183267605,50
1771,44313,10420.0,5.0,&rd=4&zc=44313,1690.0,5,0.11844836133138115,3831
1772,36265,11500.0,9.0,&rd=7&zc=36265,41.0,1,0.1184901949604591,41
1773,1532,49340.0,4.0,&rd=3&zc=01532,606.0,7,0.11877133443464648,2372
1774,21144,12580.0,3.0,&rd=2&zc=21144,0.0,0,0.11898932929052895,140
1775,21113,12580.0,6.0,&rd=4&zc=21113,11.0,1,0.11912841173989808,681
1776,80603,24540.0,13.0,&rd=10&zc=80603,913.0,5,0.11919977959138894,1221
1777,74467,46140.0,11.0,&rd=8&zc=74467,74.0,1,0.11929267304116507,74
1778,14530,99999.0,9.0,&rd=7&zc=14530,4.0,1,0.1193322310293956,4
1779,29860,12260.0,8.0,&rd=6&zc=29860,0.0,0,0.1193969766882601,174
1780,37771,28940.0,7.0,&rd=5&zc=37771,209.0,3,0.119458689035422,183
1781,94703,41860.0,2.0,&rd=2&zc=94703,100.0,1,0.11950456328882465,100
1782,36207,11500.0,9.0,&rd=7&zc=36207,712.0,8,0.11965104293963692,695
1783,73036,36420.0,12.0,&rd=9&zc=73036,16.0,1,0.11965530532593947,16
1784,2767,39300.0,5.0,&rd=4&zc=02767,2193.0,5,0.11968579506020448,2469
1785,46635,43780.0,2.0,&rd=2&zc=46635,266.0,3,0.11975351587299796,374
1786,47274,42980.0,13.0,&rd=10&zc=47274,584.0,6,0.11989043124712452,523
1787,56334,99999.0,18.0,&rd=14&zc=56334,473.0,5,0.1199648313464442,888
1788,80030,19740.0,1.0,&rd=1&zc=80030,117.0,2,0.1200826524096794,116
1789,11976,35620.0,4.0,&rd=3&zc=11976,143.0,2,0.12009341543351605,142
1790,98022,42660.0,28.0,&rd=21&zc=98022&clrId=27134,2282.0,5,0.12021814591807235,3505
1791,49097,28020.0,10.0,&rd=8&zc=49097,643.0,7,0.1202566435108846,776
1792,80651,24540.0,11.0,&rd=8&zc=80651,33.0,1,0.12026809603390187,241
1793,37055,34980.0,12.0,&rd=9&zc=37055,171.0,2,0.12041901336096796,156
1794,5042,99999.0,7.0,&rd=5&zc=05042,12.0,1,0.12049028648336067,12
1795,18602,42540.0,9.0,&rd=7&zc=18602,,23,0.12053041034375378,2213
1796,76111,19100.0,3.0,&rd=2&zc=76111,28.0,1,0.12059376816198245,28
1797,68059,36540.0,6.0,&rd=4&zc=68059,0.0,0,0.12071471438196656,605
1798,92028,41740.0,17.0,&rd=13&zc=92028,3619.0,5,0.12084474276285664,3006
1799,69020,99999.0,11.0,&rd=8&zc=69020,64.0,1,0.12087755512132635,64
1800,11210,35620.0,1.0,&rd=1&zc=11210,1363.0,5,0.12091118497474608,2120
1801,20639,47900.0,6.0,&rd=4&zc=20639,228.0,3,0.12094798779042835,434
1802,13031,45060.0,5.0,&rd=4&zc=13031,25.0,1,0.12095307429999393,25
1803,44438,49660.0,4.0,&rd=3&zc=44438,,5,0.12099195132298968,466
1804,2171,14460.0,2.0,&rd=2&zc=02171,68.0,1,0.1210575544602096,68
1805,86442,29420.0,7.0,&rd=5&zc=86442,463.0,5,0.12107838949412494,430
1806,55337,33460.0,5.0,&rd=4&zc=55337,4138.0,5,0.12110273062430302,4960
1807,65453,99999.0,15.0,&rd=11&zc=65453,52.0,1,0.12113209899429955,161
1808,37745,24620.0,12.0,&rd=9&zc=37745,4.0,1,0.12121918021838475,4
1809,92377,40140.0,3.0,&rd=2&zc=92377,0.0,0,0.12123397885119848,1352
1810,52748,19340.0,9.0,&rd=7&zc=52748,1605.0,5,0.12143994383916876,2158
1811,48067,19820.0,2.0,&rd=2&zc=48067,677.0,7,0.12156213034162222,574
1812,70520,29180.0,6.0,&rd=4&zc=70520,514.0,6,0.12157426974141927,393
1813,55310,99999.0,14.0,&rd=10&zc=55310,118.0,2,0.1216688149908266,121
1814,29169,17900.0,4.0,&rd=3&zc=29169,1314.0,5,0.1218413317196827,1272
1815,3032,14460.0,5.0,&rd=4&zc=03032,83.0,1,0.1218736877700971,83
1816,63383,41180.0,12.0,&rd=9&zc=63383,91.0,1,0.12198084366101415,91
1817,46320,16980.0,2.0,&rd=2&zc=46320,1.0,1,0.12208420480961668,1
1818,55389,99999.0,10.0,&rd=8&zc=55389,70.0,1,0.12211802413254247,70
1819,93401,42020.0,8.0,&rd=6&zc=93401,835.0,9,0.12232915859177194,779
1820,64154,28140.0,3.0,&rd=2&zc=64154,474.0,5,0.1224168659905852,493
1821,88220,16100.0,39.0,&rd=29&zc=88220,93.0,1,0.1224388494060018,93
1822,76258,19100.0,8.0,&rd=6&zc=76258,99.0,1,0.12243909507990525,99
1823,4106,38860.0,5.0,&rd=4&zc=04106,769.0,8,0.1224586364541308,2345
1824,16929,99999.0,12.0,&rd=9&zc=16929,52.0,1,0.12246638322004087,161
1825,37075,34980.0,9.0,&rd=7&zc=37075,1311.0,5,0.12247024166278753,1340
1826,60448,16980.0,5.0,&rd=4&zc=60448,1056.0,5,0.12247319425544198,1632
1827,72956,22900.0,11.0,&rd=8&zc=72956,5.0,1,0.12254758461807955,1638
1828,19968,41540.0,10.0,&rd=8&zc=19968,345.0,4,0.12256722165123812,441
1829,28731,11700.0,6.0,&rd=4&zc=28731,465.0,5,0.12259153778346255,929
1830,92311,40140.0,15.0,&rd=4&zc=92311&clrId=27133,0.0,0,0.12277594496542955,0
1831,78372,10860.0,14.0,&rd=10&zc=78372,64.0,1,0.12278327147843082,64
1832,61920,16660.0,12.0,&rd=9&zc=61920,274.0,3,0.12280600429113565,1214
1833,52318,16300.0,5.0,&rd=4&zc=52318,0.0,0,0.12287952467868013,154
1834,81006,39380.0,9.0,&rd=7&zc=81006,235.0,3,0.12298356309486458,1335
1835,76164,19100.0,2.0,&rd=2&zc=76164,331.0,4,0.12311967636374165,316
1836,48444,19820.0,9.0,&rd=7&zc=48444,604.0,7,0.12312686999157996,643
1837,47170,42500.0,14.0,&rd=10&zc=47170,245.0,3,0.12319158906751625,216
1838,77094,26420.0,3.0,&rd=2&zc=77094&clrId=27124,151.0,2,0.1233317342747452,462
1839,55435,33460.0,2.0,&rd=2&zc=55435,3109.0,5,0.12348153495813564,3276
1840,19111,37980.0,3.0,&rd=2&zc=19111,389.0,4,0.12366037825736508,1240
1841,54931,11540.0,8.0,&rd=6&zc=54931,47.0,1,0.12374625323960042,373
1842,17041,30140.0,7.0,&rd=5&zc=17041,0.0,0,0.12391636428155064,416
1843,4780,99999.0,27.0,&rd=20&zc=04780,26.0,1,0.1239758786829418,26
1844,57702,39660.0,17.0,&rd=13&zc=57702,344.0,4,0.12444960984091635,326
1845,30669,99999.0,13.0,&rd=10&zc=30669,324.0,4,0.12445711603435605,270
1846,49745,99999.0,11.0,&rd=8&zc=49745,1.0,1,0.12457185458543595,1
1847,88310,10460.0,22.0,&rd=16&zc=88310,1.0,1,0.12458965784841425,1
1848,85028,38060.0,3.0,&rd=2&zc=85028,86.0,1,0.12459151713867235,86
1849,90265,31080.0,19.0,&rd=14&zc=90265&clrId=27124,182.0,2,0.1246045183679444,388
1850,21104,12580.0,4.0,&rd=3&zc=21104,98.0,1,0.1246644328004598,98
1851,46038,26900.0,5.0,&rd=4&zc=46038,3716.0,5,0.12476403210540875,4585
1852,16023,38300.0,5.0,&rd=4&zc=16023,61.0,1,0.12476439926514292,61
1853,48185,19820.0,4.0,&rd=3&zc=48185&clrId=27134,888.0,9,0.12486903637605473,1349
1854,53046,33340.0,1.0,&rd=1&zc=53046,31.0,1,0.1248819225763952,31
1855,45347,99999.0,8.0,&rd=6&zc=45347,279.0,3,0.12497303829467332,949
1856,36350,37120.0,9.0,&rd=7&zc=36350,227.0,3,0.1250220327083219,252
1857,33012,33100.0,1.0,&rd=1&zc=33012,387.0,4,0.1250247038434269,365
1858,19473,37980.0,6.0,&rd=4&zc=19473,8.0,1,0.1250790436354443,1302
1859,17842,42780.0,9.0,&rd=7&zc=17842,85.0,1,0.12524208215504695,85
1860,98105,42660.0,2.0,&rd=2&zc=98105,178.0,2,0.12524572937890355,152
1861,57028,99999.0,17.0,&rd=13&zc=57028,0.0,0,0.12528335863301845,150
1862,98221,34580.0,12.0,&rd=9&zc=98221,330.0,4,0.12535309650879325,329
1863,42103,14540.0,7.0,&rd=5&zc=42103,406.0,5,0.12537872106920422,408
1864,93638,31460.0,9.0,&rd=7&zc=93638,393.0,4,0.12545201330954034,372
1865,97885,99999.0,35.0,&rd=26&zc=97885,23.0,1,0.12552944375294886,254
1866,68818,99999.0,13.0,&rd=10&zc=68818,85.0,1,0.1255711771080832,85
1867,98632,31020.0,11.0,&rd=8&zc=98632,232.0,3,0.12560019570053416,207
1868,89020,37220.0,80.0,&rd=60&zc=89020&clrId=27123,15.0,1,0.1256335062750159,1554
1869,5663,12740.0,7.0,&rd=5&zc=05663,0.0,0,0.1257005961641764,125
1870,35611,26620.0,12.0,&rd=9&zc=35611,323.0,4,0.12580902470956,308
1871,92311,40140.0,15.0,&rd=4&zc=92311&clrId=27124,0.0,0,0.12584250578175882,0
1872,19026,37980.0,2.0,&rd=2&zc=19026,588.0,6,0.12585058630038104,724
1873,54942,11540.0,4.0,&rd=3&zc=54942,336.0,4,0.12585630786840007,1493
1874,35758,26620.0,4.0,&rd=3&zc=35758,0.0,0,0.12588340656038965,1630
1875,24946,99999.0,13.0,&rd=10&zc=24946,53.0,1,0.12590296824773772,53
1876,77563,26420.0,7.0,&rd=5&zc=77563,0.0,0,0.12592206304957745,443
1877,77708,13140.0,3.0,&rd=2&zc=77708,749.0,8,0.12592895996186348,705
1878,34471,36100.0,4.0,&rd=3&zc=34471,2588.0,5,0.1260737091819969,2494
1879,19540,39740.0,6.0,&rd=4&zc=19540,671.0,7,0.12624645015705915,1175
1880,13669,36300.0,14.0,&rd=10&zc=13669,7.0,1,0.12626009673125638,7
1881,42038,99999.0,11.0,&rd=8&zc=42038,0.0,0,0.12633336647099258,104
1882,21629,99999.0,8.0,&rd=6&zc=21629,71.0,1,0.12639332199859332,71
1883,10520,35620.0,4.0,&rd=3&zc=10520,129.0,2,0.1264726377584633,116
1884,61104,40420.0,2.0,&rd=2&zc=61104,10.0,1,0.1264803238773543,10
1885,32578,18880.0,8.0,&rd=6&zc=32578,65.0,1,0.12658282553044942,154
1886,24484,99999.0,12.0,&rd=9&zc=24484,53.0,1,0.12668318695314484,53
1887,12561,28740.0,8.0,&rd=6&zc=12561,96.0,1,0.12669062846031887,96
1888,33147,33100.0,2.0,&rd=2&zc=33147,855.0,9,0.12675527843478407,919
1889,49341,24340.0,10.0,&rd=8&zc=49341,1481.0,5,0.12680887764085524,2020
1890,71430,10780.0,9.0,&rd=7&zc=71430,62.0,1,0.12680889691418096,62
1891,60453,16980.0,3.0,&rd=2&zc=60453,2660.0,5,0.12686094912553625,2910
1892,2188,14460.0,3.0,&rd=2&zc=02188,755.0,8,0.12689882068170566,749
1893,77477,26420.0,3.0,&rd=2&zc=77477&clrId=27124,294.0,3,0.12690322877110605,522
1894,94534,46700.0,9.0,&rd=7&zc=94534,727.0,8,0.1270151283552432,1176
1895,80759,99999.0,34.0,&rd=26&zc=80759,32.0,1,0.12705096893980428,32
1896,38804,46180.0,11.0,&rd=8&zc=38804,1867.0,5,0.12713527583024298,1694
1897,45821,99999.0,7.0,&rd=5&zc=45821,0.0,0,0.12718622168302174,239
1898,55057,22060.0,11.0,&rd=8&zc=55057,340.0,4,0.12729764728106852,364
1899,28098,16740.0,2.0,&rd=2&zc=28098,740.0,8,0.1274510590708593,775
1900,97225,38900.0,2.0,&rd=2&zc=97225,2120.0,5,0.1275894577810074,2314
1901,3908,38860.0,6.0,&rd=4&zc=03908,116.0,2,0.12768795366708385,1047
1902,98579,36500.0,14.0,&rd=10&zc=98579,0.0,0,0.1277415571515621,1111
1903,77703,13140.0,3.0,&rd=2&zc=77703,765.0,8,0.12779135587536128,718
1904,95948,17020.0,10.0,&rd=8&zc=95948,47.0,1,0.12807907505879113,47
1905,10562,35620.0,5.0,&rd=4&zc=10562,129.0,2,0.12809311989043734,116
1906,95694,40900.0,11.0,&rd=8&zc=95694,0.0,0,0.1281226258256004,853
1907,43972,48540.0,8.0,&rd=6&zc=43972,25.0,1,0.12813945547791195,25
1908,29368,43900.0,9.0,&rd=7&zc=29368,17.0,1,0.12830060544391794,1151
1909,14610,40380.0,2.0,&rd=2&zc=14610,96.0,1,0.12839965512728024,96
1910,14065,36460.0,9.0,&rd=7&zc=14065,52.0,1,0.12841257333149106,52
1911,34209,35840.0,3.0,&rd=2&zc=34209,5.0,1,0.1284302457419334,5
1912,95623,40900.0,6.0,&rd=4&zc=95623,0.0,0,0.1285362891483941,340
1913,71334,35020.0,12.0,&rd=9&zc=71334,134.0,2,0.12857941261050454,182
1914,53092,33340.0,4.0,&rd=3&zc=53092,401.0,5,0.12861869518700966,543
1915,62236,41180.0,7.0,&rd=5&zc=62236,673.0,7,0.12876394883220665,717
1916,27537,25780.0,15.0,&rd=11&zc=27537,174.0,2,0.12883647856095848,268
1917,15501,43740.0,13.0,&rd=10&zc=15501,89.0,1,0.12885372272766604,89
1918,38848,99999.0,13.0,&rd=10&zc=38848,32.0,1,0.12900954302311807,32
1919,47240,24700.0,14.0,&rd=10&zc=47240,86.0,1,0.12909580007665822,86
1920,33311,33100.0,2.0,&rd=2&zc=33311,802.0,9,0.12911197934632598,770
1921,63764,16020.0,17.0,&rd=13&zc=63764,167.0,2,0.1291718301097312,156
1922,77077,26420.0,3.0,&rd=2&zc=77077,0.0,0,0.12922760876719408,3016
1923,25704,26580.0,7.0,&rd=5&zc=25704,348.0,4,0.12930940659753132,378
1924,35085,13820.0,9.0,&rd=7&zc=35085,0.0,0,0.12932760404497146,458
1925,83404,26820.0,6.0,&rd=4&zc=83404,375.0,4,0.12939709148600798,401
1926,31569,41220.0,13.0,&rd=10&zc=31569,0.0,0,0.12943223440465101,536
1927,73116,36420.0,3.0,&rd=2&zc=73116,0.0,0,0.1294423666715947,467
1928,97910,36620.0,69.0,&rd=52&zc=97910&clrId=27124,208.0,3,0.12952703213165506,618
1929,77414,13060.0,28.0,&rd=21&zc=77414,19.0,1,0.12956929816742813,19
1930,49031,43780.0,11.0,&rd=8&zc=49031,0.0,0,0.12967236942836935,177
1931,48472,99999.0,10.0,&rd=8&zc=48472,267.0,3,0.12969549144110104,321
1932,22911,16820.0,8.0,&rd=6&zc=22911,1250.0,5,0.12969808062507338,1335
1933,7112,35620.0,1.0,&rd=1&zc=07112,233.0,3,0.12977210091711855,249
1934,32750,36740.0,3.0,&rd=2&zc=32750,390.0,4,0.1297846552826426,444
1935,91030,31080.0,2.0,&rd=2&zc=91030,1646.0,5,0.12981732458842954,1879
1936,89156,29820.0,28.0,&rd=21&zc=89156&clrId=27124,1229.0,5,0.12986666225817478,1218
1937,37748,28940.0,9.0,&rd=7&zc=37748,186.0,2,0.12988261070242024,223
1938,33598,45300.0,11.0,&rd=8&zc=33598,1.0,1,0.12996410440283934,1
1939,43147,18140.0,5.0,&rd=4&zc=43147,55.0,1,0.12997385984912802,2203
1940,46312,16980.0,4.0,&rd=3&zc=46312,1.0,1,0.130200186704579,1
1941,49643,45900.0,8.0,&rd=6&zc=49643,35.0,1,0.13024030694147526,35
1942,37025,99999.0,10.0,&rd=8&zc=37025,171.0,2,0.1303037167563138,156
1943,15317,38300.0,7.0,&rd=5&zc=15317,819.0,9,0.13039398825685045,1766
1944,19938,20100.0,6.0,&rd=4&zc=19938,0.0,0,0.13050724020245666,136
1945,62054,41180.0,8.0,&rd=6&zc=62054,1.0,1,0.13064988018932755,1
1946,54418,99999.0,11.0,&rd=8&zc=54418,0.0,0,0.13065375002489887,310
1947,36856,17980.0,13.0,&rd=10&zc=36856,0.0,0,0.1306771331416131,266
1948,82223,99999.0,15.0,&rd=11&zc=82223,62.0,1,0.13068866233159535,62
1949,49457,34740.0,9.0,&rd=7&zc=49457,21.0,1,0.13091694312594193,21
1950,43524,99999.0,5.0,&rd=4&zc=43524,157.0,2,0.13095515311440808,168
1951,93030,37100.0,8.0,&rd=6&zc=93030&clrId=27133,564.0,6,0.13095629190775335,471
1952,7702,35620.0,1.0,&rd=1&zc=07702,994.0,5,0.13136689136753688,1087
1953,90011,31080.0,2.0,&rd=2&zc=90011,1793.0,5,0.13145130184115594,2391
1954,53508,31540.0,8.0,&rd=6&zc=53508,111.0,2,0.13145443494380948,123
1955,76574,12420.0,10.0,&rd=8&zc=76574,0.0,0,0.1315635014836546,556
1956,43748,18140.0,5.0,&rd=4&zc=43748,60.0,1,0.13157006172242913,60
1957,70807,12940.0,5.0,&rd=4&zc=70807,109.0,2,0.13160349199594198,109
1958,53224,33340.0,3.0,&rd=2&zc=53224,1607.0,5,0.1317119768708439,1808
1959,78829,99999.0,24.0,&rd=18&zc=78829,3.0,1,0.13174200133837266,3
1960,62990,16020.0,12.0,&rd=9&zc=62990,721.0,8,0.13189033985267296,668
1961,97383,41420.0,9.0,&rd=7&zc=97383,204.0,3,0.1319366860942376,235
1962,53561,12660.0,7.0,&rd=5&zc=53561,20.0,1,0.13196911574535808,20
1963,68318,13100.0,10.0,&rd=8&zc=68318,0.0,0,0.13201663828956556,274
1964,3101,31700.0,1.0,&rd=1&zc=03101,10.0,1,0.13212515967339622,10
1965,37067,34980.0,5.0,&rd=4&zc=37067,4029.0,5,0.13214157728542475,4028
1966,52337,99999.0,5.0,&rd=4&zc=52337,62.0,1,0.1322375857600444,62
1967,68779,35740.0,13.0,&rd=10&zc=68779,0.0,0,0.13224431997315012,784
1968,77511,26420.0,14.0,&rd=10&zc=77511&clrId=27124,15.0,1,0.1322465704328495,504
1969,62305,39500.0,16.0,&rd=12&zc=62305,1042.0,5,0.13224781256484142,1080
1970,97443,40700.0,40.0,&rd=30&zc=97443,,6,0.1322579098680724,564
1971,34452,26140.0,7.0,&rd=5&zc=34452,580.0,6,0.13233446414341474,528
1972,98045,42660.0,27.0,&rd=20&zc=98045&clrId=27123,46.0,1,0.13238649207331188,2402
1973,92308,40140.0,10.0,&rd=8&zc=92308,8.0,1,0.13239250241874567,499
1974,76021,19100.0,2.0,&rd=2&zc=76021,709.0,8,0.13239608897201827,713
1975,92407,40140.0,9.0,&rd=7&zc=92407,1800.0,5,0.1324247776241323,3038
