zipcode,cbsa,radius,URL_end,Listing_Count,Max_Pages,random
65775,48460.0,19.0,&rd=19&zc=65775,212,3,0.2567871534814471
37410,16860.0,2.0,&rd=2&zc=37410,12,1,0.25679520808454415
95841,40900.0,2.0,&rd=2&zc=95841,967,10,0.25686167422128603
13083,45060.0,7.0,&rd=7&zc=13083,2,1,0.25688298224298967
2865,39300.0,4.0,&rd=4&zc=02865,1227,13,0.25705319421006145
70119,35380.0,2.0,&rd=2&zc=70119,200,2,0.2571829314407815
19017,37980.0,5.0,&rd=5&zc=19017,10,1,0.25718758693171584
7921,35620.0,4.0,&rd=4&zc=07921,143,2,0.25722121600481285
74008,46140.0,12.0,&rd=12&zc=74008&clrId=27124,401,5,0.2573835214654473
56466,99999.0,19.0,&rd=19&zc=56466,183,2,0.2574208912389684
46835,23060.0,4.0,&rd=4&zc=46835,820,9,0.2574315284107682
7462,35620.0,6.0,&rd=6&zc=07462,411,5,0.2575357581361144
18505,42540.0,4.0,&rd=4&zc=18505,680,7,0.2575719098422048
94550,41860.0,25.0,&rd=25&zc=94550&clrId=27134,4162,42,0.2575834863119346
13020,45060.0,9.0,&rd=9&zc=13020,12,1,0.25762035012346096
77061,26420.0,2.0,&rd=2&zc=77061,274,3,0.2577653344608868
1220,38340.0,5.0,&rd=5&zc=01220,24,1,0.25778990516551403
22920,16820.0,7.0,&rd=7&zc=22920,8,1,0.25779647466092637
8816,35620.0,5.0,&rd=5&zc=08816,928,10,0.2578118667275261
53010,22540.0,11.0,&rd=11&zc=53010,200,2,0.2578743997659664
62952,99999.0,10.0,&rd=10&zc=62952,59,1,0.25797431175395436
33463,33100.0,3.0,&rd=3&zc=33463,1241,13,0.2580094645537814
1570,49340.0,3.0,&rd=3&zc=01570,484,5,0.2581035103396584
98321,42660.0,8.0,&rd=8&zc=98321,1478,15,0.25816953018488753
98512,36500.0,12.0,&rd=12&zc=98512,1887,19,0.2581713083481676
45147,17140.0,6.0,&rd=6&zc=45147&clrId=27127,1007,11,0.25820850678813256
91752,40140.0,4.0,&rd=4&zc=91752,51,1,0.2582666909155661
80010,19740.0,3.0,&rd=3&zc=80010,1784,18,0.2583581062392385
11423,35620.0,1.0,&rd=1&zc=11423,38,1,0.2583688803768197
14845,21300.0,9.0,&rd=9&zc=14845,382,4,0.2585580215372272
58503,13900.0,14.0,&rd=14&zc=58503,1186,12,0.25864199638638674
46235,26900.0,3.0,&rd=3&zc=46235,181,2,0.2586833651833875
97447,40700.0,31.0,&rd=31&zc=97447,379,4,0.2586843509915454
57069,46820.0,11.0,&rd=11&zc=57069,155,2,0.25875048254854205
83001,27220.0,29.0,&rd=29&zc=83001,303,4,0.258768487154313
84032,25720.0,35.0,&rd=35&zc=84032&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,2068,21,0.258902303937799
95757,40900.0,6.0,&rd=6&zc=95757,2542,26,0.258960283408451
12202,10580.0,2.0,&rd=2&zc=12202,27,1,0.25897057001972446
33328,33100.0,2.0,&rd=2&zc=33328,902,10,0.2590008465538671
28226,16740.0,4.0,&rd=4&zc=28226,3489,35,0.25902700900546705
98827,99999.0,34.0,&rd=34&zc=98827,93,1,0.25921454835474633
6426,25540.0,3.0,&rd=3&zc=06426,148,2,0.2593580646016248
19608,39740.0,6.0,&rd=6&zc=19608,1461,15,0.2594350344219595
94597,41860.0,2.0,&rd=2&zc=94597,2092,21,0.2594784421009745
75082,19100.0,4.0,&rd=4&zc=75082,2575,26,0.25967782731971567
90005,31080.0,2.0,&rd=2&zc=90005,759,8,0.2597021482063474
70435,35380.0,10.0,&rd=10&zc=70435,984,10,0.2598324482302097
80504,14500.0,10.0,&rd=10&zc=80504,2154,22,0.25986982154598526
48133,33780.0,5.0,&rd=5&zc=48133,238,3,0.25987445525527575
46044,26900.0,6.0,&rd=6&zc=46044,6,1,0.2599484943489935
85256,38060.0,8.0,&rd=8&zc=85256&clrId=27123,1439,15,0.2599929847869785
60195,16980.0,3.0,&rd=3&zc=60195&clrId=27133,733,8,0.26018278286290153
93030,37100.0,8.0,&rd=8&zc=93030&clrId=27124,196,2,0.2603431401148826
72611,99999.0,11.0,&rd=11&zc=72611,355,4,0.2603663096783686
18655,42540.0,9.0,&rd=9&zc=18655,131,2,0.26038474905003584
85390,38060.0,30.0,&rd=30&zc=85390,223,3,0.26038588374912663
30605,12020.0,6.0,&rd=6&zc=30605,254,3,0.2604306260021356
93247,47300.0,11.0,&rd=11&zc=93247,165,2,0.26061135680357583
76085,19100.0,7.0,&rd=7&zc=76085,1338,14,0.26077685013456287
28612,25860.0,10.0,&rd=10&zc=28612,1530,16,0.2608057801056678
50323,19780.0,3.0,&rd=3&zc=50323,3371,34,0.2609704694769711
60194,16980.0,4.0,&rd=4&zc=60194&clrId=27127,1267,13,0.2610779350029587
28072,16740.0,11.0,&rd=11&zc=28072,483,5,0.26108517227122974
22611,47900.0,8.0,&rd=8&zc=22611,309,4,0.2611116411368388
2149,14460.0,2.0,&rd=2&zc=02149,484,5,0.26115457976202594
50022,99999.0,14.0,&rd=14&zc=50022,5,1,0.26139029184697626
75210,19100.0,2.0,&rd=2&zc=75210,6,1,0.2614185760771087
98366,14740.0,7.0,&rd=7&zc=98366,499,5,0.26146007973242513
8004,37980.0,6.0,&rd=6&zc=08004,101,2,0.26147902004697887
33607,45300.0,5.0,&rd=5&zc=33607&clrId=27123,1169,12,0.2615278866159316
20896,47900.0,0.625,&rd=1&zc=20896,917,10,0.2615653854221961
78059,41700.0,8.0,&rd=8&zc=78059,412,5,0.26159347546594136
90001,31080.0,1.0,&rd=1&zc=90001,320,4,0.26159372967851313
28262,16740.0,4.0,&rd=4&zc=28262,1998,20,0.2616665207629859
81641,99999.0,55.0,&rd=55&zc=81641,531,6,0.2616800670697469
54944,11540.0,8.0,&rd=8&zc=54944,1066,11,0.2617205205536439
30060,12060.0,6.0,&rd=6&zc=30060&clrId=27124,515,6,0.261801234457977
19344,37980.0,5.0,&rd=5&zc=19344,30,1,0.26185394000905626
4076,38860.0,8.0,&rd=8&zc=04076,18,1,0.26203216113840455
29118,36700.0,8.0,&rd=8&zc=29118,268,3,0.26220897899880824
2891,39300.0,6.0,&rd=6&zc=02891,193,2,0.2623445088869827
63447,39500.0,13.0,&rd=13&zc=63447,10,1,0.26241858501772564
45042,17140.0,8.0,&rd=8&zc=45042,684,7,0.26248632257932325
8736,35620.0,3.0,&rd=3&zc=08736,408,5,0.26261238380799556
73109,36420.0,3.0,&rd=3&zc=73109,373,4,0.26262064692039133
57371,99999.0,23.0,&rd=23&zc=57371,58,1,0.26265308580064173
98648,38900.0,41.0,&rd=41&zc=98648&clrId=27134,1490,15,0.2626896708426135
63376,41180.0,5.0,&rd=5&zc=63376,2438,25,0.26284751065814327
95670,40900.0,4.0,&rd=4&zc=95670,258,3,0.26291088050802336
6029,25540.0,7.0,&rd=7&zc=06029,450,5,0.2629568118646809
27606,39580.0,5.0,&rd=5&zc=27606,399,4,0.2630541574787756
14423,40380.0,8.0,&rd=8&zc=14423,284,3,0.26307058570975617
94306,41940.0,2.0,&rd=2&zc=94306,450,5,0.2631097041118431
20855,47900.0,4.0,&rd=4&zc=20855,2609,27,0.26317980584032963
46910,99999.0,7.0,&rd=7&zc=46910,6,1,0.2631887684798505
71449,99999.0,15.0,&rd=15&zc=71449,120,2,0.26325172935360774
74565,32540.0,18.0,&rd=18&zc=74565,623,7,0.263300289447421
53705,31540.0,3.0,&rd=3&zc=53705,1018,11,0.2633158850701127
77659,13140.0,12.0,&rd=12&zc=77659,3,1,0.2634004922628891
75146,19100.0,5.0,&rd=5&zc=75146,743,8,0.2635215066436434
70454,25220.0,10.0,&rd=10&zc=70454,1527,16,0.26354297120855497
75701,46340.0,4.0,&rd=4&zc=75701,1385,14,0.2635560985059363
14206,15380.0,3.0,&rd=3&zc=14206,24,1,0.2635946549542748
98589,36500.0,10.0,&rd=10&zc=98589,548,6,0.26359836713365303
10560,35620.0,5.0,&rd=5&zc=10560,275,3,0.26364545581861576
16319,36340.0,6.0,&rd=6&zc=16319,271,3,0.2636961188955289
70130,35380.0,3.0,&rd=3&zc=70130,978,10,0.26373155067511644
54311,24580.0,11.0,&rd=11&zc=54311,4123,42,0.26375509319887314
35054,13820.0,4.0,&rd=4&zc=35054,43,1,0.2637646059598965
70774,12940.0,6.0,&rd=6&zc=70774,305,4,0.2639515989712221
75686,34420.0,14.0,&rd=14&zc=75686,766,8,0.2639942137088239
53402,39540.0,5.0,&rd=5&zc=53402,411,5,0.2639978964539569
16668,27780.0,7.0,&rd=7&zc=16668,49,1,0.2641093480515132
46565,99999.0,8.0,&rd=8&zc=46565,49,1,0.26433234270384687
87112,10740.0,3.0,&rd=3&zc=87112,1872,19,0.26434861783343144
80808,17820.0,26.0,&rd=26&zc=80808,3078,31,0.2643668477049933
77386,26420.0,6.0,&rd=6&zc=77386&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,693,7,0.2645297713244621
56101,99999.0,13.0,&rd=13&zc=56101,56,1,0.26456428918387775
31217,31420.0,12.0,&rd=12&zc=31217,806,9,0.26460334780583217
63005,41180.0,7.0,&rd=7&zc=63005,3426,35,0.2646318013782415
27613,39580.0,6.0,&rd=6&zc=27613,2536,26,0.26464601256237086
93258,47300.0,25.0,&rd=25&zc=93258,642,7,0.2647342639255156
39301,32940.0,14.0,&rd=14&zc=39301,270,3,0.2647722282660686
83274,13940.0,11.0,&rd=11&zc=83274,401,5,0.26481873002721
8110,37980.0,4.0,&rd=4&zc=08110,3072,31,0.2649355445554278
60169,16980.0,5.0,&rd=5&zc=60169&clrId=27123,1962,20,0.26504391468980537
46510,47700.0,12.0,&rd=12&zc=46510,614,7,0.26507183320057104
19078,37980.0,2.0,&rd=2&zc=19078,118,2,0.26509241078424395
56093,99999.0,12.0,&rd=12&zc=56093,70,1,0.26511283156268084
11023,35620.0,2.0,&rd=2&zc=11023,1922,20,0.2651733151244996
71325,10780.0,7.0,&rd=7&zc=71325,62,1,0.26521392844506886
85226,38060.0,7.0,&rd=7&zc=85226&clrId=27134,1899,19,0.2652152702590812
84056,36260.0,4.0,&rd=4&zc=84056,471,5,0.2653332758660656
80204,19740.0,2.0,&rd=2&zc=80204,600,6,0.2653738070895313
35550,27530.0,7.0,&rd=7&zc=35550,374,4,0.26541287359200305
17823,44980.0,7.0,&rd=7&zc=17823,196,2,0.26543928945131856
34113,34940.0,5.0,&rd=5&zc=34113,272,3,0.26546120714988564
76006,19100.0,3.0,&rd=3&zc=76006,1202,13,0.2654634797110579
49512,24340.0,5.0,&rd=5&zc=49512,2060,21,0.2655955393980295
97224,38900.0,4.0,&rd=4&zc=97224,503,6,0.26588452461660306
97231,38900.0,15.0,&rd=15&zc=97231&clrId=27124,671,7,0.2659627071238282
93307,12540.0,22.0,&rd=22&zc=93307,3091,31,0.2659848738001007
68507,30700.0,2.0,&rd=2&zc=68507,102,2,0.2661204580549815
17845,30260.0,11.0,&rd=11&zc=17845,85,1,0.2662718828445212
44117,17460.0,2.0,&rd=2&zc=44117,219,3,0.2663057864219508
16682,11020.0,6.0,&rd=6&zc=16682,83,1,0.2664236022480925
8031,37980.0,2.0,&rd=2&zc=08031,522,6,0.26646303112337977
60162,16980.0,2.0,&rd=2&zc=60162,116,2,0.26661029890734644
83702,14260.0,12.0,&rd=12&zc=83702,4096,41,0.266616325022494
80722,44540.0,7.0,&rd=7&zc=80722,115,2,0.26674052089435396
18052,10900.0,4.0,&rd=4&zc=18052,1380,14,0.26680160870241953
34691,45300.0,2.0,&rd=2&zc=34691,893,9,0.26681584360574084
8361,47220.0,6.0,&rd=6&zc=08361,275,3,0.26683544261819514
6035,25540.0,4.0,&rd=4&zc=06035,15,1,0.2668760763953453
93314,12540.0,11.0,&rd=11&zc=93314,3091,31,0.2668807314413352
17948,39060.0,4.0,&rd=4&zc=17948,225,3,0.26691471504718345
55302,33460.0,11.0,&rd=11&zc=55302,179,2,0.26700357424055166
75227,19100.0,4.0,&rd=4&zc=75227,673,7,0.26709495543809625
90038,31080.0,1.0,&rd=1&zc=90038,215,3,0.2671264379716579
28278,16740.0,7.0,&rd=7&zc=28278,2344,24,0.2672585081487734
85022,38060.0,3.0,&rd=3&zc=85022,1832,19,0.2673029464668889
24592,99999.0,13.0,&rd=13&zc=24592,38,1,0.26741734938747785
94606,41860.0,2.0,&rd=2&zc=94606,730,8,0.2675759761692651
72411,27860.0,5.0,&rd=5&zc=72411,64,1,0.2676070143352175
44310,10420.0,2.0,&rd=2&zc=44310,2055,21,0.2676073571091724
37912,28940.0,3.0,&rd=3&zc=37912,948,10,0.26764489800563407
31415,42340.0,2.0,&rd=2&zc=31415,1,1,0.2676991556011883
36535,19300.0,8.0,&rd=8&zc=36535,333,4,0.26769932419079867
3869,14460.0,3.0,&rd=3&zc=03869,18,1,0.26770305875080536
3276,29060.0,7.0,&rd=7&zc=03276,362,4,0.2678100520309886
29582,34820.0,8.0,&rd=8&zc=29582,28,1,0.2678730400423981
47421,13260.0,13.0,&rd=13&zc=47421,113,2,0.2679756843531449
61884,16580.0,6.0,&rd=6&zc=61884,314,4,0.268045409745986
58277,99999.0,11.0,&rd=11&zc=58277,12,1,0.26812385792506266
67070,99999.0,8.0,&rd=8&zc=67070,18,1,0.26815221450906845
39477,29860.0,9.0,&rd=9&zc=39477,149,2,0.268184669618998
68443,99999.0,14.0,&rd=14&zc=68443,61,1,0.26828158258981494
37073,34980.0,8.0,&rd=8&zc=37073,453,5,0.268292080962075
48009,19820.0,2.0,&rd=2&zc=48009,819,9,0.2683518829990066
24541,19260.0,10.0,&rd=10&zc=24541,294,3,0.2684695226422291
19143,37980.0,2.0,&rd=2&zc=19143,54,1,0.26849127736820166
20650,15680.0,9.0,&rd=9&zc=20650,834,9,0.2685013084227468
93065,37100.0,5.0,&rd=5&zc=93065,171,2,0.26856925767389295
71861,99999.0,9.0,&rd=9&zc=71861,36,1,0.2685977585851612
46327,16980.0,3.0,&rd=3&zc=46327,1,1,0.2686163676640936
3060,31700.0,3.0,&rd=3&zc=03060,2831,29,0.2686353936766511
31795,45700.0,7.0,&rd=7&zc=31795,154,2,0.26869420262189747
85044,38060.0,3.0,&rd=3&zc=85044&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,685,7,0.26874259078805296
92677,31080.0,4.0,&rd=4&zc=92677,1386,14,0.2688434344061298
33710,45300.0,2.0,&rd=2&zc=33710,257,3,0.26893738563729974
15229,38300.0,2.0,&rd=2&zc=15229,245,3,0.2689553485034494
49279,10300.0,6.0,&rd=6&zc=49279,569,6,0.26911762050425925
40228,31140.0,4.0,&rd=4&zc=40228,671,7,0.269183122104119
8755,35620.0,5.0,&rd=5&zc=08755,1986,20,0.2693332600136633
37830,28940.0,9.0,&rd=9&zc=37830,10,1,0.2694267186084828
18424,42540.0,10.0,&rd=10&zc=18424,17,1,0.2694980752316265
2460,14460.0,1.0,&rd=1&zc=02460,284,3,0.2695104006684311
16933,99999.0,11.0,&rd=11&zc=16933,417,5,0.2695465491029839
77598,26420.0,4.0,&rd=4&zc=77598,3429,35,0.26958097587720153
61265,19340.0,5.0,&rd=5&zc=61265,3030,31,0.26964598125151007
77386,26420.0,6.0,&rd=6&zc=77386&clrId=27127,886,9,0.26966857772585373
98045,42660.0,27.0,&rd=27&zc=98045&clrId=27127,2134,22,0.2697123285478885
78253,41700.0,6.0,&rd=6&zc=78253,517,6,0.2697146208822663
19128,37980.0,3.0,&rd=3&zc=19128,206,3,0.2697385122175231
50112,99999.0,13.0,&rd=13&zc=50112,257,3,0.2698200023314903
13039,45060.0,5.0,&rd=5&zc=13039,1945,20,0.2698732184502278
4578,99999.0,11.0,&rd=11&zc=04578,666,7,0.2698885832322201
62294,41180.0,5.0,&rd=5&zc=62294,283,3,0.2700090376881892
81630,24300.0,37.0,&rd=37&zc=81630,1248,13,0.2702643909633705
40218,31140.0,3.0,&rd=3&zc=40218,1092,11,0.2702901104784182
94303,41940.0,4.0,&rd=4&zc=94303,1463,15,0.270381659273751
85024,38060.0,3.0,&rd=3&zc=85024,443,5,0.27038642775180755
60527,16980.0,5.0,&rd=5&zc=60527&clrId=27134,1495,15,0.2705524239406124
45701,11900.0,11.0,&rd=11&zc=45701,822,9,0.27057906751615945
14580,40380.0,6.0,&rd=6&zc=14580,1582,16,0.27058005437402244
68512,30700.0,3.0,&rd=3&zc=68512,1475,15,0.270718281459293
17038,30140.0,10.0,&rd=10&zc=17038,1161,12,0.27074171770514366
17345,49620.0,3.0,&rd=3&zc=17345,394,4,0.27091107662474945
53955,31540.0,10.0,&rd=10&zc=53955,84,1,0.270939210248775
97910,36620.0,69.0,&rd=69&zc=97910&clrId=27123,998,10,0.27094010025795556
1069,44140.0,6.0,&rd=6&zc=01069,112,2,0.2709811480799459
6870,14860.0,3.0,&rd=3&zc=06870,1047,11,0.27118564419168933
70739,12940.0,10.0,&rd=10&zc=70739,1727,18,0.2711912311623099
80022,19740.0,10.0,&rd=10&zc=80022&clrId=27123,1063,11,0.27122375842888935
58311,99999.0,13.0,&rd=13&zc=58311,57,1,0.27124439694412494
85053,38060.0,2.0,&rd=2&zc=85053,1828,19,0.27125362290889077
49620,15620.0,7.0,&rd=7&zc=49620,30,1,0.2714037171176359
3748,30100.0,8.0,&rd=8&zc=03748,358,4,0.27142744233953753
50598,99999.0,8.0,&rd=8&zc=50598,56,1,0.27151873469336096
12572,39100.0,6.0,&rd=6&zc=12572,448,5,0.27176190753884466
11747,35620.0,3.0,&rd=3&zc=11747,272,3,0.2718045343797544
21244,12580.0,3.0,&rd=3&zc=21244,832,9,0.27183393788435495
29850,12260.0,11.0,&rd=11&zc=29850,198,2,0.2718802488515174
1242,38340.0,4.0,&rd=4&zc=01242,14,1,0.2719441987046922
30677,12020.0,11.0,&rd=11&zc=30677,1265,13,0.27198962471196164
84606,39340.0,4.0,&rd=4&zc=84606,561,6,0.2720540130195942
81328,99999.0,21.0,&rd=21&zc=81328,2,1,0.27221863164094895
60173,16980.0,3.0,&rd=3&zc=60173&clrId=27134,1299,13,0.27227657696923946
32096,99999.0,12.0,&rd=12&zc=32096,657,7,0.27231396021069965
31806,11140.0,12.0,&rd=12&zc=31806,329,4,0.27233905798695246
49333,99999.0,9.0,&rd=9&zc=49333,326,4,0.2726232535382248
71474,22860.0,24.0,&rd=24&zc=71474,186,2,0.2726985481113775
28163,10620.0,5.0,&rd=5&zc=28163,44,1,0.2727136491462654
40202,31140.0,1.0,&rd=1&zc=40202,147,2,0.2728504917089263
48066,19820.0,3.0,&rd=3&zc=48066,632,7,0.2729554448263949
7524,35620.0,0.795454545,&rd=1&zc=07524,150,2,0.27295557947579496
30182,12060.0,7.0,&rd=7&zc=30182,147,2,0.2731651638099746
27253,15500.0,11.0,&rd=11&zc=27253,1251,13,0.27343438315161894
71646,99999.0,18.0,&rd=18&zc=71646,1,1,0.27344775087308937
98119,42660.0,2.0,&rd=2&zc=98119,42,1,0.27345055488397474
11559,35620.0,3.0,&rd=3&zc=11559,500,5,0.27345884817487476
44102,17460.0,2.0,&rd=2&zc=44102,187,2,0.27348013663154247
60433,16980.0,3.0,&rd=3&zc=60433,16,1,0.273541729810276
29045,17900.0,7.0,&rd=7&zc=29045,334,4,0.2735542036297973
8873,35620.0,5.0,&rd=5&zc=08873,803,9,0.2735613255668551
25880,13220.0,10.0,&rd=10&zc=25880,275,3,0.27357707796528485
20877,47900.0,2.0,&rd=2&zc=20877,4175,42,0.27366068417633016
22645,49020.0,6.0,&rd=6&zc=22645,258,3,0.27375119319643815
48030,19820.0,1.0,&rd=1&zc=48030,22,1,0.27376106378015375
2886,39300.0,4.0,&rd=4&zc=02886,2966,30,0.27377019155646787
62801,16460.0,14.0,&rd=14&zc=62801,258,3,0.27390023088922144
97267,38900.0,3.0,&rd=3&zc=97267,1893,19,0.2739558749869696
14004,15380.0,7.0,&rd=7&zc=14004,5,1,0.2740485800059247
67142,99999.0,14.0,&rd=14&zc=67142,47,1,0.2742901640158244
34482,36100.0,7.0,&rd=7&zc=34482,46,1,0.274342173210014
22401,47900.0,3.0,&rd=3&zc=22401,1589,16,0.2745441528345146
68048,36540.0,11.0,&rd=11&zc=68048,253,3,0.2745486159246683
17057,25420.0,6.0,&rd=6&zc=17057,261,3,0.27456856301037036
93405,42020.0,9.0,&rd=9&zc=93405,779,8,0.27465727003902196
19506,39740.0,8.0,&rd=8&zc=19506,286,3,0.2747185600106541
28613,25860.0,7.0,&rd=7&zc=28613,2511,26,0.2748182450118827
26542,34060.0,5.0,&rd=5&zc=26542,15,1,0.27481878608398436
33635,45300.0,3.0,&rd=3&zc=33635,189,2,0.27482992482363366
28032,16740.0,2.0,&rd=2&zc=28032,775,8,0.27494557766228644
65459,22780.0,15.0,&rd=15&zc=65459,325,4,0.2750765383688687
55373,33460.0,5.0,&rd=5&zc=55373,94,1,0.27511784369432657
11715,35620.0,2.0,&rd=2&zc=11715,350,4,0.27517566654196846
93901,41500.0,3.0,&rd=3&zc=93901,475,5,0.2751791009865773
2482,14460.0,2.0,&rd=2&zc=02482,276,3,0.2752297712871661
6902,14860.0,4.0,&rd=4&zc=06902,1397,14,0.2753471949815688
34743,36740.0,2.0,&rd=2&zc=34743,227,3,0.2753531476298142
53114,48580.0,5.0,&rd=5&zc=53114,434,5,0.2753664723000788
15650,38300.0,9.0,&rd=9&zc=15650,1128,12,0.27544668339209133
29316,43900.0,4.0,&rd=4&zc=29316,498,5,0.27549341177629827
95351,33700.0,3.0,&rd=3&zc=95351,43,1,0.2755405858543002
64093,47660.0,13.0,&rd=13&zc=64093,29,1,0.275567598259323
8608,45940.0,0.7386363640000001,&rd=1&zc=08608,18,1,0.27569206161851256
25818,13220.0,10.0,&rd=10&zc=25818,275,3,0.27575222462412785
38611,32820.0,13.0,&rd=13&zc=38611,1168,12,0.2757639235461804
68743,43580.0,7.0,&rd=7&zc=68743,60,1,0.2757996033867114
36567,19300.0,12.0,&rd=12&zc=36567,50,1,0.2758088262452687
54213,99999.0,8.0,&rd=8&zc=54213,1,1,0.27592757653299793
87053,10740.0,28.0,&rd=28&zc=87053,2384,24,0.27597862378452953
44706,15940.0,4.0,&rd=4&zc=44706,830,9,0.27606107687710746
28512,33980.0,12.0,&rd=12&zc=28512,202,3,0.2763442138454011
29125,44940.0,14.0,&rd=14&zc=29125,2,1,0.276370783424423
62933,16060.0,1.0,&rd=1&zc=62933,15,1,0.27643099560695183
60192,16980.0,6.0,&rd=6&zc=60192&clrId=27127,1609,17,0.27650066113311533
30530,99999.0,11.0,&rd=11&zc=30530,350,4,0.27654445517612514
32118,19660.0,5.0,&rd=5&zc=32118,376,4,0.27660902247373587
78758,12420.0,3.0,&rd=3&zc=78758,3256,33,0.276623863964485
48432,99999.0,9.0,&rd=9&zc=48432,163,2,0.27670255167333746
19945,41540.0,10.0,&rd=10&zc=19945,31,1,0.2768464015905805
76941,41660.0,20.0,&rd=20&zc=76941,657,7,0.2768921579969188
64056,28140.0,5.0,&rd=5&zc=64056,1116,12,0.27690002816563697
66743,38260.0,12.0,&rd=12&zc=66743,1,1,0.2769144543769835
55441,33460.0,3.0,&rd=3&zc=55441,1975,20,0.27693630174378614
48160,11460.0,9.0,&rd=9&zc=48160,24,1,0.27694463185791596
92624,31080.0,2.0,&rd=2&zc=92624,134,2,0.27694664033788974
37615,27740.0,6.0,&rd=6&zc=37615,1098,11,0.2769939811825225
91945,41740.0,2.0,&rd=2&zc=91945,94,1,0.2770023805976882
26438,17220.0,2.0,&rd=2&zc=26438,403,5,0.27712160645996664
46614,43780.0,8.0,&rd=8&zc=46614,1855,19,0.2772214920054583
45147,17140.0,6.0,&rd=6&zc=45147&clrId=27123,1504,16,0.277224513080059
66532,99999.0,9.0,&rd=9&zc=66532,64,1,0.2772290899785783
45506,44220.0,4.0,&rd=4&zc=45506,23,1,0.27744738533612623
17011,25420.0,4.0,&rd=4&zc=17011,1336,14,0.2777790462792554
41017,17140.0,5.0,&rd=5&zc=41017,777,8,0.27784472682491934
15017,38300.0,4.0,&rd=4&zc=15017,700,7,0.27787680182495933
77340,26660.0,16.0,&rd=16&zc=77340,343,4,0.27790146613675537
90006,31080.0,1.0,&rd=1&zc=90006,732,8,0.278044213414008
21032,12580.0,4.0,&rd=4&zc=21032,9,1,0.278064348079081
62240,41180.0,4.0,&rd=4&zc=62240,550,6,0.27836771673537375
40507,30460.0,0.852272727,&rd=1&zc=40507,5,1,0.2783857560513604
42544,43700.0,12.0,&rd=12&zc=42544,1570,16,0.2784041312639072
93625,23420.0,4.0,&rd=4&zc=93625,73,1,0.27840856907571776
62040,41180.0,6.0,&rd=6&zc=62040,665,7,0.2784274511360403
21524,19060.0,9.0,&rd=9&zc=21524,241,3,0.2784431483835861
87040,24380.0,50.0,&rd=50&zc=87040&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,1029,11,0.2785247037249149
29730,16740.0,11.0,&rd=11&zc=29730,1352,14,0.27855496049760675
27244,15500.0,10.0,&rd=10&zc=27244,1203,13,0.27861368664952746
44443,49660.0,3.0,&rd=3&zc=44443,20,1,0.27873741983502165
50511,99999.0,11.0,&rd=11&zc=50511,21,1,0.27882995995956605
27983,99999.0,18.0,&rd=18&zc=27983,197,2,0.27885424761810773
56177,,11.0,&rd=11&zc=56177,150,2,0.27893067871012056
32168,19660.0,11.0,&rd=11&zc=32168,896,9,0.27907000327436426
44704,15940.0,2.0,&rd=2&zc=44704,243,3,0.2790943495053885
18810,42380.0,10.0,&rd=10&zc=18810,89,1,0.2791376906518742
61354,36837.0,11.0,&rd=11&zc=61354,821,9,0.2791774600721908
58230,99999.0,13.0,&rd=13&zc=58230,12,1,0.27918047072213237
78217,41700.0,3.0,&rd=3&zc=78217,477,5,0.27927166007007675
95691,40900.0,13.0,&rd=13&zc=95691&clrId=27133,929,10,0.2792998353616091
11780,35620.0,4.0,&rd=4&zc=11780,2579,26,0.2793611555402865
32542,18880.0,10.0,&rd=10&zc=32542,498,5,0.2793815995956722
65109,27620.0,11.0,&rd=11&zc=65109,768,8,0.2794042146845136
64030,28140.0,3.0,&rd=3&zc=64030,37,1,0.27950771967820565
1913,14460.0,4.0,&rd=4&zc=01913,273,3,0.27966488842871207
19007,37980.0,4.0,&rd=4&zc=19007,1272,13,0.27975704448064254
29204,17900.0,2.0,&rd=2&zc=29204,11,1,0.2798695988822707
27519,39580.0,5.0,&rd=5&zc=27519,350,4,0.2799252856487833
36580,19300.0,8.0,&rd=8&zc=36580,6,1,0.2799904604518475
29470,16700.0,7.0,&rd=7&zc=29470,5,1,0.2800533937446582
48885,24340.0,6.0,&rd=6&zc=48885,75,1,0.2800552559798978
80514,24540.0,2.0,&rd=2&zc=80514,438,5,0.28011324639230784
32117,19660.0,3.0,&rd=3&zc=32117,376,4,0.2801736116439013
22408,47900.0,8.0,&rd=8&zc=22408,3909,40,0.28017846190577833
78655,12420.0,6.0,&rd=6&zc=78655,475,5,0.2802069541417248
78801,46620.0,21.0,&rd=21&zc=78801,3,1,0.28021458516924147
53581,99999.0,15.0,&rd=15&zc=53581,193,2,0.2802478624729444
99110,44060.0,7.0,&rd=7&zc=99110,497,5,0.2802823947492924
49085,35660.0,7.0,&rd=7&zc=49085,575,6,0.28030126130002686
43229,18140.0,2.0,&rd=2&zc=43229,1494,15,0.28040452310154207
85226,38060.0,7.0,&rd=7&zc=85226&clrId=27133,899,9,0.28050259445030934
52253,16300.0,8.0,&rd=8&zc=52253,30,1,0.28063425472884296
97435,40700.0,20.0,&rd=20&zc=97435,185,2,0.28064793354331063
