zipcode,cbsa,radius,URL_end,Listing_Count,Max_Pages,random
63127,41180.0,2.0,&rd=2&zc=63127,19,1,0.48812374452951945
44146,17460.0,4.0,&rd=4&zc=44146,3381,34,0.4881448869781685
64137,28140.0,3.0,&rd=3&zc=64137,18,1,0.48818834698888414
27025,24660.0,13.0,&rd=13&zc=27025,136,2,0.4883743208547864
6610,14860.0,2.0,&rd=2&zc=06610,503,6,0.48841584849951014
37814,34100.0,7.0,&rd=7&zc=37814,432,5,0.48860859739712026
80720,99999.0,38.0,&rd=38&zc=80720,115,2,0.4886316904039304
7506,35620.0,2.0,&rd=2&zc=07506,366,4,0.4887089952350955
83687,14260.0,8.0,&rd=8&zc=83687,2792,28,0.4887492396557883
12932,99999.0,9.0,&rd=9&zc=12932,87,1,0.4887810485002544
85301,38060.0,2.0,&rd=2&zc=85301,1054,11,0.4889049802027208
54422,99999.0,11.0,&rd=11&zc=54422,75,1,0.4889327145100839
22203,47900.0,2.0,&rd=2&zc=22203,1200,12,0.4889493186740258
16102,35260.0,5.0,&rd=5&zc=16102,230,3,0.4889877202876718
44231,10420.0,6.0,&rd=6&zc=44231,91,1,0.4890151724576334
93908,41500.0,17.0,&rd=17&zc=93908,1652,17,0.48914609414382926
75752,11980.0,14.0,&rd=14&zc=75752,146,2,0.4891783048475661
37813,34100.0,8.0,&rd=8&zc=37813,432,5,0.4892498600084584
75077,19100.0,4.0,&rd=4&zc=75077,483,5,0.48943324616792505
18051,10900.0,3.0,&rd=3&zc=18051,172,2,0.48946911290084516
95648,40900.0,10.0,&rd=10&zc=95648,4868,49,0.4896061183443754
49779,99999.0,12.0,&rd=12&zc=49779,69,1,0.4896138147115797
8559,35620.0,7.0,&rd=7&zc=08559,402,5,0.48966667334379566
54552,99999.0,26.0,&rd=26&zc=54552,67,1,0.48972710642998285
64050,28140.0,4.0,&rd=4&zc=64050,1146,12,0.48973594723422975
49404,24340.0,9.0,&rd=9&zc=49404,64,1,0.4897877333385713
45381,99999.0,7.0,&rd=7&zc=45381,21,1,0.48988774281577374
49930,26340.0,8.0,&rd=8&zc=49930,230,3,0.49010141798640927
28787,11700.0,8.0,&rd=8&zc=28787,55,1,0.49029329394868093
33841,29460.0,11.0,&rd=11&zc=33841,15,1,0.4903978859474999
10583,35620.0,3.0,&rd=3&zc=10583,2282,23,0.49046158441852394
60462,16980.0,3.0,&rd=3&zc=60462,4614,47,0.4905895719411917
6263,49340.0,5.0,&rd=5&zc=06263,84,1,0.4907294266127984
60010,16980.0,9.0,&rd=9&zc=60010&clrId=27123,2753,28,0.4908022678151135
22642,47900.0,7.0,&rd=7&zc=22642,387,4,0.4909342200566228
52747,99999.0,7.0,&rd=7&zc=52747,24,1,0.49098917588338664
74145,46140.0,2.0,&rd=2&zc=74145,1497,15,0.4910798662306326
52205,16300.0,12.0,&rd=12&zc=52205,68,1,0.49122760085727557
26424,17220.0,7.0,&rd=7&zc=26424,595,6,0.4912449677909826
68524,30700.0,6.0,&rd=6&zc=68524,1336,14,0.4914137634123871
52215,99999.0,10.0,&rd=10&zc=52215,61,1,0.491421262538126
66760,38260.0,13.0,&rd=13&zc=66760,1,1,0.4915083055185091
97321,10540.0,13.0,&rd=13&zc=97321,631,7,0.4915431602463094
3443,28300.0,4.0,&rd=4&zc=03443,36,1,0.49154430042586816
44081,17460.0,5.0,&rd=5&zc=44081,317,4,0.49157948652758876
97634,28900.0,16.0,&rd=16&zc=97634,340,4,0.4916711955130474
47142,31140.0,6.0,&rd=6&zc=47142,148,2,0.491724426431576
55127,33460.0,4.0,&rd=4&zc=55127&clrId=27124,478,5,0.49173913034004957
27896,48980.0,5.0,&rd=5&zc=27896,871,9,0.49179129489724105
48186,19820.0,4.0,&rd=4&zc=48186,3347,34,0.49179135958320563
94065,41860.0,3.0,&rd=3&zc=94065,1691,17,0.4918249061697493
72601,25460.0,16.0,&rd=16&zc=72601,578,6,0.49191814934088385
58480,99999.0,16.0,&rd=16&zc=58480,4,1,0.49197499818450874
95626,40900.0,5.0,&rd=5&zc=95626,121,2,0.4920353148036808
46550,21140.0,8.0,&rd=8&zc=46550,79,1,0.49207113322662266
48359,19820.0,4.0,&rd=4&zc=48359,1043,11,0.4921120332987249
91935,41740.0,10.0,&rd=10&zc=91935,13,1,0.49224293828061483
24954,99999.0,20.0,&rd=20&zc=24954,53,1,0.49235885118042055
27846,99999.0,10.0,&rd=10&zc=27846,85,1,0.4924145211420631
55428,33460.0,3.0,&rd=3&zc=55428&clrId=27127,959,10,0.4924147298107324
7013,35620.0,2.0,&rd=2&zc=07013,386,4,0.4924259107996266
23102,40060.0,6.0,&rd=6&zc=23102,57,1,0.49249402295399913
3909,38860.0,6.0,&rd=6&zc=03909,170,2,0.4925471734551824
25438,47900.0,3.0,&rd=3&zc=25438,10,1,0.4925976878876328
80232,19740.0,3.0,&rd=3&zc=80232,251,3,0.4926159840127513
5824,99999.0,9.0,&rd=9&zc=05824,102,2,0.4926706554675858
42101,14540.0,15.0,&rd=15&zc=42101,408,5,0.4927616268073767
55438,33460.0,4.0,&rd=4&zc=55438,2249,23,0.49285531585822007
35209,13820.0,3.0,&rd=3&zc=35209,462,5,0.49290207260116425
97301,41420.0,4.0,&rd=4&zc=97301,1487,15,0.49306688762498563
82331,99999.0,33.0,&rd=33&zc=82331,63,1,0.49308623943775076
59722,99999.0,25.0,&rd=25&zc=59722,98,1,0.4931141822844446
28386,31300.0,9.0,&rd=9&zc=28386,74,1,0.4931546729497136
93111,42200.0,3.0,&rd=3&zc=93111,42,1,0.4931888438031913
60803,16980.0,3.0,&rd=3&zc=60803,480,5,0.4932315485217148
45249,17140.0,3.0,&rd=3&zc=45249&clrId=27124,575,6,0.49326572148609094
85324,39150.0,31.0,&rd=31&zc=85324&clrId=27123,1625,17,0.4932852245440087
59417,99999.0,59.0,&rd=59&zc=59417,79,1,0.4933341859006859
20115,47900.0,13.0,&rd=13&zc=20115,1069,11,0.4934002336330202
10314,35620.0,4.0,&rd=4&zc=10314,3334,34,0.4934340930175184
51050,99999.0,11.0,&rd=11&zc=51050,153,2,0.49356275324407395
85383,38060.0,14.0,&rd=14&zc=85383&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,1782,18,0.4935920957261313
53530,99999.0,12.0,&rd=12&zc=53530,106,2,0.49362993521116416
48301,19820.0,3.0,&rd=3&zc=48301,1223,13,0.49383491650196976
46540,21140.0,8.0,&rd=8&zc=46540,49,1,0.4939019249893518
38120,32820.0,3.0,&rd=3&zc=38120,110,2,0.49390941638742125
23320,47260.0,7.0,&rd=7&zc=23320,1387,14,0.4939154640658796
80487,44460.0,31.0,&rd=31&zc=80487,71,1,0.49391689489709767
60194,16980.0,4.0,&rd=4&zc=60194&clrId=27133,845,9,0.49414435835382264
54726,20740.0,20.0,&rd=20&zc=54726,580,6,0.4942369315666655
53120,48580.0,10.0,&rd=10&zc=53120,345,4,0.49427944657732237
30062,12060.0,5.0,&rd=5&zc=30062,3468,35,0.49448945033434144
94112,41860.0,2.0,&rd=2&zc=94112,86,1,0.49452248701963253
13417,46540.0,2.0,&rd=2&zc=13417,493,5,0.49456376193095775
74114,46140.0,3.0,&rd=3&zc=74114,307,4,0.4946340687598191
92555,40140.0,8.0,&rd=8&zc=92555,1497,15,0.4947148763818836
37343,16860.0,5.0,&rd=5&zc=37343,321,4,0.494739329251076
80620,24540.0,3.0,&rd=3&zc=80620,901,10,0.4947393508191812
10973,39100.0,4.0,&rd=4&zc=10973,961,10,0.4948797543124399
8318,37980.0,10.0,&rd=10&zc=08318,521,6,0.49494822208638556
49080,26090.0,8.0,&rd=8&zc=49080,676,7,0.49502315432727795
44883,45660.0,12.0,&rd=12&zc=44883,350,4,0.49509663198282183
11103,35620.0,0.852272727,&rd=1&zc=11103,3872,39,0.49514834602481406
13820,36580.0,11.0,&rd=11&zc=13820,237,3,0.4952065427442415
75028,19100.0,4.0,&rd=4&zc=75028,1082,11,0.49526220302326673
55917,36940.0,10.0,&rd=10&zc=55917,14,1,0.49552223525590267
11385,35620.0,3.0,&rd=3&zc=11385,649,7,0.49556044143677225
67210,48620.0,4.0,&rd=4&zc=67210,3372,34,0.4956839944665046
43420,23380.0,10.0,&rd=10&zc=43420,402,5,0.4957424763828724
80127,19740.0,10.0,&rd=10&zc=80127&clrId=27127,1649,17,0.49577666727382785
2673,12700.0,4.0,&rd=4&zc=02673,1278,13,0.49581618942932226
44136,17460.0,3.0,&rd=3&zc=44136,666,7,0.49588935460700234
62573,19500.0,6.0,&rd=6&zc=62573,192,2,0.49590125100455285
28304,22180.0,7.0,&rd=7&zc=28304,1982,20,0.49597921650684806
77517,26420.0,6.0,&rd=6&zc=77517,443,5,0.496041641447325
56235,99999.0,11.0,&rd=11&zc=56235,291,3,0.4961352351492593
93552,31080.0,9.0,&rd=9&zc=93552,296,3,0.4962818568523356
29058,16740.0,11.0,&rd=11&zc=29058,42,1,0.4964363350643982
78860,20580.0,29.0,&rd=29&zc=78860,92,1,0.4964388465917231
85224,38060.0,3.0,&rd=3&zc=85224,321,4,0.4965560039534104
18915,37980.0,1.0,&rd=1&zc=18915,602,7,0.49657187037387374
43143,18140.0,10.0,&rd=10&zc=43143,62,1,0.4965969681795177
21874,41540.0,6.0,&rd=6&zc=21874,318,4,0.4966155749078949
96813,46520.0,2.0,&rd=2&zc=96813,2861,29,0.4966779043145215
54618,99999.0,14.0,&rd=14&zc=54618,109,2,0.49673636556236245
1844,14460.0,6.0,&rd=6&zc=01844,2417,25,0.49676108905194183
89434,39900.0,16.0,&rd=16&zc=89434,3121,32,0.49676714000504685
84004,39340.0,12.0,&rd=12&zc=84004&clrId=27134,1518,16,0.49691214852149035
87525,45340.0,2.0,&rd=2&zc=87525,58,1,0.49705683545480817
58041,47420.0,14.0,&rd=14&zc=58041,65,1,0.4971297961102643
7090,35620.0,3.0,&rd=3&zc=07090,1133,12,0.4971405229053312
98053,42660.0,6.0,&rd=6&zc=98053,45,1,0.49727488552485244
63601,22100.0,8.0,&rd=8&zc=63601,120,2,0.4973021793606939
69334,99999.0,20.0,&rd=20&zc=69334,434,5,0.49736184569908903
46962,47340.0,10.0,&rd=10&zc=46962,40,1,0.4974474963494646
71302,10780.0,9.0,&rd=9&zc=71302,580,6,0.4974639731387628
69027,99999.0,12.0,&rd=12&zc=69027,72,1,0.49746720451449433
7095,35620.0,2.0,&rd=2&zc=07095,880,9,0.4975015598482667
77539,26420.0,8.0,&rd=8&zc=77539,2772,28,0.49758951896715375
47610,21780.0,7.0,&rd=7&zc=47610,518,6,0.49763213815911056
60126,16980.0,4.0,&rd=4&zc=60126&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,766,8,0.4976973257655245
50158,32260.0,13.0,&rd=13&zc=50158,82,1,0.49776784467391844
97380,35440.0,11.0,&rd=11&zc=97380,306,4,0.4978699475718744
16426,21500.0,5.0,&rd=5&zc=16426,328,4,0.49791221434905675
76087,19100.0,13.0,&rd=13&zc=76087,1587,16,0.49813895030963695
75081,19100.0,2.0,&rd=2&zc=75081,2845,29,0.49819342590506366
2125,14460.0,5.0,&rd=5&zc=02125,323,4,0.4982049862682445
48745,99999.0,11.0,&rd=11&zc=48745,1,1,0.4983210537998295
44256,17460.0,12.0,&rd=12&zc=44256&clrId=27133,674,7,0.49835713352073685
35905,23460.0,8.0,&rd=8&zc=35905,487,5,0.49841439880988625
52165,99999.0,9.0,&rd=9&zc=52165,191,2,0.4984756180377313
55760,99999.0,24.0,&rd=24&zc=55760,129,2,0.49849611153641593
14615,40380.0,3.0,&rd=3&zc=14615,1535,16,0.49854533124927924
60950,28100.0,11.0,&rd=11&zc=60950,2175,22,0.498667794020314
98144,42660.0,2.0,&rd=2&zc=98144,1291,13,0.49873616909817975
49037,12980.0,5.0,&rd=5&zc=49037,791,8,0.4987805309599339
29611,24860.0,6.0,&rd=6&zc=29611,1754,18,0.49882034258911767
92115,41740.0,2.0,&rd=2&zc=92115,33,1,0.49906060330331636
19317,37980.0,5.0,&rd=5&zc=19317,2577,26,0.49912722600678405
8638,45940.0,3.0,&rd=3&zc=08638,2355,24,0.49915893173167447
73068,36420.0,10.0,&rd=10&zc=73068,356,4,0.4993008875346815
75407,19100.0,8.0,&rd=8&zc=75407,482,5,0.4994921935027551
61019,23300.0,7.0,&rd=7&zc=61019,90,1,0.49951353670085075
52639,22800.0,7.0,&rd=7&zc=52639,215,3,0.49957011635918847
15222,38300.0,2.0,&rd=2&zc=15222,7,1,0.4996613781612328
33853,29460.0,2.0,&rd=2&zc=33853,242,3,0.49987622921440666
13402,45060.0,5.0,&rd=5&zc=13402,127,2,0.4998993325069192
89005,29820.0,40.0,&rd=40&zc=89005&clrId=27134,3748,38,0.4999022703523196
56223,99999.0,12.0,&rd=12&zc=56223,41,1,0.49993702477815505
21146,12580.0,3.0,&rd=3&zc=21146,30,1,0.49997460039754305
23294,40060.0,2.0,&rd=2&zc=23294,1283,13,0.5001650062052728
1469,14460.0,5.0,&rd=5&zc=01469,242,3,0.5002541769225428
23836,40060.0,6.0,&rd=6&zc=23836,784,8,0.5004047020961715
95035,41940.0,6.0,&rd=6&zc=95035,1210,13,0.5004284507899682
28555,27340.0,13.0,&rd=13&zc=28555,992,10,0.5006042723631242
97229,38900.0,6.0,&rd=6&zc=97229,3858,39,0.5006161463901602
48458,22420.0,9.0,&rd=9&zc=48458,555,6,0.500634028861504
53188,33340.0,6.0,&rd=6&zc=53188,3311,34,0.5006384269140047
92843,31080.0,2.0,&rd=2&zc=92843,1197,12,0.5006707727449812
33327,33100.0,5.0,&rd=5&zc=33327&clrId=27124,333,4,0.5006731838991927
18086,10900.0,5.0,&rd=5&zc=18086,201,3,0.5006803844249652
3588,13620.0,12.0,&rd=12&zc=03588,559,6,0.5006982793324473
98391,42660.0,9.0,&rd=9&zc=98391,3337,34,0.5007170896940906
13140,12180.0,10.0,&rd=10&zc=13140,500,5,0.500723107301035
14143,12860.0,4.0,&rd=4&zc=14143,277,3,0.5007554178650906
42141,23980.0,15.0,&rd=15&zc=42141,337,4,0.5008598664670285
21532,19060.0,8.0,&rd=8&zc=21532,181,2,0.5008759254916794
14616,40380.0,2.0,&rd=2&zc=14616,11,1,0.5009934423940758
70744,12940.0,11.0,&rd=11&zc=70744,418,5,0.5010590167842874
77511,26420.0,14.0,&rd=14&zc=77511&clrId=27127,1049,11,0.501060426552325
33611,45300.0,2.0,&rd=2&zc=33611,25,1,0.5012347678948262
20854,47900.0,8.0,&rd=8&zc=20854&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,1092,11,0.501262825762995
98247,13380.0,8.0,&rd=8&zc=98247,79,1,0.5014331110623548
18708,42540.0,5.0,&rd=5&zc=18708,653,7,0.5014853524045235
95628,40900.0,4.0,&rd=4&zc=95628,2657,27,0.5014991955513669
60012,16980.0,5.0,&rd=5&zc=60012,2279,23,0.5015813208915381
85382,38060.0,3.0,&rd=3&zc=85382&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,921,10,0.5016082045945905
66616,45820.0,3.0,&rd=3&zc=66616,23,1,0.5016328720504666
41039,99999.0,8.0,&rd=8&zc=41039,118,2,0.5016431196611453
33765,45300.0,1.0,&rd=1&zc=33765,172,2,0.5016558615043445
83645,99999.0,23.0,&rd=23&zc=83645,247,3,0.5017594469992739
67228,48620.0,5.0,&rd=5&zc=67228,1329,14,0.5018098745748983
60714,16980.0,3.0,&rd=3&zc=60714,2763,28,0.5018180841937332
65231,27620.0,15.0,&rd=15&zc=65231,142,2,0.5018407340274121
59760,14580.0,27.0,&rd=27&zc=59760,134,2,0.5019322731555232
30536,99999.0,11.0,&rd=11&zc=30536,181,2,0.5021849378354919
1603,49340.0,2.0,&rd=2&zc=01603,34,1,0.5022218886526586
28203,16740.0,1.0,&rd=1&zc=28203,123,2,0.5022279297909268
55990,40340.0,8.0,&rd=8&zc=55990,84,1,0.5022290681768541
68018,36540.0,6.0,&rd=6&zc=68018,53,1,0.5024564315028835
38855,46180.0,9.0,&rd=9&zc=38855,92,1,0.5025948161989137
60652,16980.0,2.0,&rd=2&zc=60652,1553,16,0.5025989483657558
55303,33460.0,11.0,&rd=11&zc=55303&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,762,8,0.5026218031040192
38018,32820.0,5.0,&rd=5&zc=38018,1844,19,0.502672888777121
90503,31080.0,2.0,&rd=2&zc=90503,1944,20,0.5026840548924585
80754,24540.0,22.0,&rd=22&zc=80754,114,2,0.5027868922626881
33709,45300.0,2.0,&rd=2&zc=33709,257,3,0.5029468809349253
45424,19430.0,5.0,&rd=5&zc=45424,176,2,0.5029990224417304
94951,42220.0,5.0,&rd=5&zc=94951,210,3,0.5030286619717009
80127,19740.0,10.0,&rd=10&zc=80127&clrId=27122%2C27125%2C27126%2C27128%2C27129%2C29637%2C27131%2C27132%2C27135,1506,16,0.5030901457010869
67213,48620.0,2.0,&rd=2&zc=67213,50,1,0.5031340487140623
47711,21780.0,5.0,&rd=5&zc=47711,2607,27,0.5031504261503822
43103,18140.0,9.0,&rd=9&zc=43103,31,1,0.5031809497692182
41097,17140.0,10.0,&rd=10&zc=41097,191,2,0.5031850894206618
99323,47460.0,11.0,&rd=11&zc=99323,1666,17,0.503227592379216
2122,14460.0,2.0,&rd=2&zc=02122,68,1,0.5032581661005879
15662,38300.0,11.0,&rd=11&zc=15662,1184,12,0.5032726404044139
34461,26140.0,9.0,&rd=9&zc=34461,1236,13,0.5032732164649998
55007,99999.0,11.0,&rd=11&zc=55007,276,3,0.5032892255601572
28457,48900.0,14.0,&rd=14&zc=28457,1369,14,0.5033178899287576
98315,14740.0,4.0,&rd=4&zc=98315,23,1,0.5033241835257134
70345,26380.0,8.0,&rd=8&zc=70345,149,2,0.503633874975135
89148,29820.0,3.0,&rd=3&zc=89148,521,6,0.5036472824994292
76008,19100.0,8.0,&rd=8&zc=76008,2411,25,0.5036875219247687
17771,48700.0,21.0,&rd=21&zc=17771,1213,13,0.5037278105950004
48757,99999.0,8.0,&rd=8&zc=48757,416,5,0.5037323143346643
2893,39300.0,3.0,&rd=3&zc=02893,1898,19,0.5037525489188605
11226,35620.0,1.0,&rd=1&zc=11226,33,1,0.5038706659868409
92404,40140.0,13.0,&rd=13&zc=92404&clrId=27124,417,5,0.5039170857917423
60646,16980.0,2.0,&rd=2&zc=60646,1812,19,0.5039911009931867
49855,32100.0,17.0,&rd=17&zc=49855,17,1,0.5040460624089863
35218,13820.0,1.0,&rd=1&zc=35218,1,1,0.5040676537104394
19115,37980.0,2.0,&rd=2&zc=19115,1320,14,0.5040918033962085
7675,35620.0,3.0,&rd=3&zc=07675,204,3,0.5041980296716063
86305,39150.0,40.0,&rd=40&zc=86305,1615,17,0.5042265691269244
20755,12580.0,4.0,&rd=4&zc=20755,1264,13,0.504247956827824
97343,35440.0,15.0,&rd=15&zc=97343,306,4,0.5043095486146396
30060,12060.0,6.0,&rd=6&zc=30060&clrId=27133,1103,12,0.5045809140180613
74432,99999.0,13.0,&rd=13&zc=74432,88,1,0.5045910839667991
28607,14380.0,10.0,&rd=10&zc=28607,642,7,0.5045927836410237
13903,13780.0,5.0,&rd=5&zc=13903,648,7,0.5046062437563772
85323,38060.0,3.0,&rd=3&zc=85323,1030,11,0.5046674622796541
23111,40060.0,10.0,&rd=10&zc=23111,1231,13,0.5047861784193326
96822,46520.0,2.0,&rd=2&zc=96822,1081,11,0.5048008880391937
47446,13260.0,11.0,&rd=11&zc=47446,113,2,0.504833474476764
83641,14260.0,16.0,&rd=16&zc=83641,1846,19,0.5048626606950438
40222,31140.0,4.0,&rd=4&zc=40222,3007,31,0.50494137542423
35956,23460.0,10.0,&rd=10&zc=35956,577,6,0.5050062575566979
59412,24500.0,21.0,&rd=21&zc=59412,906,10,0.5050093897249686
35126,13820.0,7.0,&rd=7&zc=35126,142,2,0.5050889531389817
21520,99999.0,8.0,&rd=8&zc=21520,36,1,0.5051461373306683
24740,14140.0,9.0,&rd=9&zc=24740,772,8,0.5051677058902923
10469,35620.0,1.0,&rd=1&zc=10469,750,8,0.5052060817576366
44710,15940.0,2.0,&rd=2&zc=44710,410,5,0.5052120314229586
95691,40900.0,13.0,&rd=13&zc=95691&clrId=27127,1081,11,0.5052583571387006
83236,13940.0,23.0,&rd=23&zc=83236,504,6,0.5053396079832754
79423,31180.0,8.0,&rd=8&zc=79423,2200,22,0.5053455237385573
11779,35620.0,4.0,&rd=4&zc=11779,2884,29,0.5053967571401855
29708,16740.0,5.0,&rd=5&zc=29708,434,5,0.5054100587477309
2130,14460.0,2.0,&rd=2&zc=02130,7,1,0.5054929255860521
48381,19820.0,5.0,&rd=5&zc=48381,818,9,0.505591992501037
31790,99999.0,7.0,&rd=7&zc=31790,92,1,0.5056174098201572
77055,26420.0,3.0,&rd=3&zc=77055,994,10,0.5056732671042874
30016,12060.0,9.0,&rd=9&zc=30016,214,3,0.5057186517669945
6810,14860.0,5.0,&rd=5&zc=06810,2401,25,0.5057317436112999
3818,99999.0,11.0,&rd=11&zc=03818,175,2,0.5057471987107053
60712,16980.0,2.0,&rd=2&zc=60712,1978,20,0.5058382048889118
20743,47900.0,4.0,&rd=4&zc=20743,353,4,0.50591595306458
49287,10300.0,6.0,&rd=6&zc=49287,83,1,0.5059438099729411
78754,12420.0,3.0,&rd=3&zc=78754,612,7,0.5059468521478407
43214,18140.0,3.0,&rd=3&zc=43214,1511,16,0.5061876867365258
36850,10760.0,18.0,&rd=18&zc=36850,572,6,0.5062978342955279
10566,35620.0,2.0,&rd=2&zc=10566,14,1,0.5063658456695735
28478,48900.0,12.0,&rd=12&zc=28478,196,2,0.5063883172946695
37206,34980.0,3.0,&rd=3&zc=37206,693,7,0.5066022282483776
39577,25060.0,15.0,&rd=15&zc=39577,181,2,0.5066084307671358
30410,47080.0,8.0,&rd=8&zc=30410,462,5,0.5066364029420699
22003,47900.0,4.0,&rd=4&zc=22003,2139,22,0.5066634584484058
76513,28660.0,12.0,&rd=12&zc=76513,947,10,0.5066972531497166
43450,45780.0,6.0,&rd=6&zc=43450,301,4,0.5067062682604521
32401,37460.0,5.0,&rd=5&zc=32401,1511,16,0.5067841814647402
33137,33100.0,2.0,&rd=2&zc=33137,1452,15,0.506848082249829
40831,99999.0,9.0,&rd=9&zc=40831,3,1,0.506889935006331
33417,33100.0,3.0,&rd=3&zc=33417&clrId=27124,510,6,0.5069449383618362
12550,39100.0,6.0,&rd=6&zc=12550,1707,18,0.506947152326375
73084,36420.0,3.0,&rd=3&zc=73084,430,5,0.5069749804414607
3841,14460.0,3.0,&rd=3&zc=03841,38,1,0.5069914214623437
91941,41740.0,4.0,&rd=4&zc=91941,1367,14,0.507011981514235
78582,40100.0,21.0,&rd=21&zc=78582,4,1,0.5070258345863087
2118,14460.0,1.0,&rd=1&zc=02118,19,1,0.5070900291687385
26621,99999.0,8.0,&rd=8&zc=26621,331,4,0.5072180741691462
32839,36740.0,3.0,&rd=3&zc=32839,2324,24,0.5074566295305457
64153,28140.0,6.0,&rd=6&zc=64153,493,5,0.5074759855784559
89012,29820.0,3.0,&rd=3&zc=89012,3522,36,0.5075309551168453
27568,39580.0,9.0,&rd=9&zc=27568,39,1,0.5075813328160531
66762,38260.0,11.0,&rd=11&zc=66762,1,1,0.5075951292847772
93906,41500.0,3.0,&rd=3&zc=93906,679,7,0.5076190648361497
66019,,5.0,&rd=5&zc=66019,21,1,0.5076827758514845
93001,37100.0,9.0,&rd=9&zc=93001,2720,28,0.5077136199192813
54962,99999.0,9.0,&rd=9&zc=54962,18,1,0.5078328789886657
46017,26900.0,5.0,&rd=5&zc=46017,1194,12,0.5078667746799154
51232,99999.0,9.0,&rd=9&zc=51232,87,1,0.5080710931578599
87102,10740.0,4.0,&rd=4&zc=87102,1298,13,0.5081349620759904
60402,16980.0,3.0,&rd=3&zc=60402,1776,18,0.50815918983096
3847,99999.0,5.0,&rd=5&zc=03847,72,1,0.5081712884175704
78247,41700.0,4.0,&rd=4&zc=78247,2006,21,0.5081936264605378
30520,99999.0,8.0,&rd=8&zc=30520,191,2,0.5082089846629855
97023,38900.0,25.0,&rd=25&zc=97023&clrId=27133,941,10,0.5082328251255882
55919,29100.0,12.0,&rd=12&zc=55919,526,6,0.508264158561957
37315,16860.0,11.0,&rd=11&zc=37315,2609,27,0.5082662364480643
31313,25980.0,12.0,&rd=12&zc=31313,247,3,0.5084034050424754
42633,99999.0,16.0,&rd=16&zc=42633,145,2,0.5084865242457824
15148,38300.0,2.0,&rd=2&zc=15148,14,1,0.5084875472746505
78114,41700.0,16.0,&rd=16&zc=78114,31,1,0.5086058149640069
55013,33460.0,7.0,&rd=7&zc=55013,157,2,0.5086202989885482
94806,41860.0,3.0,&rd=3&zc=94806,1328,14,0.5086587629532565
65656,99999.0,11.0,&rd=11&zc=65656,54,1,0.5086753363921996
57003,43620.0,8.0,&rd=8&zc=57003,95,1,0.5089067587801004
16841,44300.0,11.0,&rd=11&zc=16841,53,1,0.5090519514023832
69156,99999.0,20.0,&rd=20&zc=69156,5,1,0.5090596775172673
76250,23620.0,4.0,&rd=4&zc=76250,160,2,0.5091220973781949
32308,45220.0,4.0,&rd=4&zc=32308,65,1,0.5091937972451726
66018,28140.0,5.0,&rd=5&zc=66018,21,1,0.5092988814065891
61548,37900.0,8.0,&rd=8&zc=61548,503,6,0.5093147919470252
11553,35620.0,2.0,&rd=2&zc=11553,84,1,0.509420824596002
13502,46540.0,8.0,&rd=8&zc=13502,612,7,0.5096059438050244
4858,99999.0,4.0,&rd=4&zc=04858,252,3,0.509652744049854
68130,36540.0,3.0,&rd=3&zc=68130,2719,28,0.5096605677811983
86046,22380.0,61.0,&rd=61&zc=86046,2026,21,0.5097579631202019
7920,35620.0,6.0,&rd=6&zc=07920,112,2,0.5098762883897183
38253,46460.0,7.0,&rd=7&zc=38253,28,1,0.5098992560239599
27105,49180.0,5.0,&rd=5&zc=27105,1904,20,0.5099434027259321
95832,40900.0,6.0,&rd=6&zc=95832,683,7,0.5099735511776211
94708,41860.0,2.0,&rd=2&zc=94708,12,1,0.5100222958488864
2071,14460.0,0.852272727,&rd=1&zc=02071,256,3,0.510037679146567
92324,40140.0,6.0,&rd=6&zc=92324,1790,18,0.5100606172802746
37921,28940.0,5.0,&rd=5&zc=37921,992,10,0.5101064429461907
99124,99999.0,30.0,&rd=30&zc=99124,115,2,0.5101534799372378
27583,20500.0,8.0,&rd=8&zc=27583,68,1,0.510247581816341
92869,31080.0,4.0,&rd=4&zc=92869,1602,17,0.510256150509747
43062,18140.0,8.0,&rd=8&zc=43062,693,7,0.5102825545497679
14904,21300.0,3.0,&rd=3&zc=14904,2,1,0.51038336750504
75771,46340.0,14.0,&rd=14&zc=75771,338,4,0.5104487410629525
1376,44140.0,3.0,&rd=3&zc=01376,354,4,0.5105260566619371
20015,47900.0,2.0,&rd=2&zc=20015,345,4,0.5106038562445848
60449,16980.0,9.0,&rd=9&zc=60449,3644,37,0.5108713953545908
81301,20420.0,21.0,&rd=21&zc=81301,325,4,0.5108730391093557
46041,23140.0,16.0,&rd=16&zc=46041,163,2,0.5109085917929335
94618,41860.0,2.0,&rd=2&zc=94618,466,5,0.5110294085240277
18202,42540.0,9.0,&rd=9&zc=18202,488,5,0.5110788521155211
4841,99999.0,4.0,&rd=4&zc=04841,340,4,0.5111123850831495
33907,15980.0,3.0,&rd=3&zc=33907,4882,49,0.5112289350105526
80516,24540.0,6.0,&rd=6&zc=80516,278,3,0.5112969003276109
31320,25980.0,14.0,&rd=14&zc=31320,247,3,0.5113197554733746
